date,cases,deaths,week
2020-12-25,0.0,0.0,2020-12-21
2020-12-26,0.0,0.0,2020-12-21
2020-12-27,0.0,0.0,2020-12-21
2020-12-28,64.0,1.0,2020-12-28
2020-12-29,27.0,0.0,2020-12-28
2020-12-30,9.0,0.0,2020-12-28
2020-12-31,14.0,0.0,2020-12-28
2021-01-01,0.0,0.0,2020-12-28
2021-01-02,22.0,0.0,2020-12-28
2021-01-03,17.0,0.0,2020-12-28
2021-01-04,1.0,0.0,2021-01-04
2021-01-05,13.0,0.0,2021-01-04
2021-01-06,11.0,0.0,2021-01-04
2021-01-07,6.0,0.0,2021-01-04
2021-01-08,9.0,1.0,2021-01-04
2021-01-09,11.0,2.0,2021-01-04
2021-01-10,7.0,0.0,2021-01-04
2021-01-11,3.0,0.0,2021-01-11
2021-01-12,2.0,0.0,2021-01-11
2021-01-13,15.0,2.0,2021-01-11
2021-01-14,3.0,0.0,2021-01-11
2021-01-15,17.0,0.0,2021-01-11
2021-01-16,3.0,0.0,2021-01-11
2021-01-17,9.0,2.0,2021-01-11
2021-01-18,7.0,0.0,2021-01-18
2021-01-19,3.0,0.0,2021-01-18
2021-01-20,5.0,0.0,2021-01-18
2021-01-21,4.0,0.0,2021-01-18
2021-01-22,2.0,0.0,2021-01-18
2021-01-23,5.0,0.0,2021-01-18
2021-01-24,0.0,0.0,2021-01-18
2021-01-25,2.0,0.0,2021-01-25
2021-01-26,6.0,0.0,2021-01-25
2021-01-27,4.0,5.0,2021-01-25
2021-01-28,2.0,1.0,2021-01-25
2021-01-29,1.0,0.0,2021-01-25
2021-01-30,4.0,0.0,2021-01-25
2021-01-31,2.0,0.0,2021-01-25
2021-02-01,1.0,0.0,2021-02-01
2021-02-02,2.0,1.0,2021-02-01
2021-02-03,4.0,0.0,2021-02-01
2021-02-04,0.0,0.0,2021-02-01
2021-02-05,0.0,0.0,2021-02-01
2021-02-06,7.0,2.0,2021-02-01
2021-02-07,1.0,0.0,2021-02-01
2021-02-08,0.0,0.0,2021-02-08
2021-02-09,1.0,0.0,2021-02-08
2021-02-10,5.0,0.0,2021-02-08
2021-02-11,4.0,0.0,2021-02-08
2021-02-12,5.0,0.0,2021-02-08
2021-02-13,4.0,0.0,2021-02-08
2021-02-14,4.0,0.0,2021-02-08
2021-02-15,1.0,0.0,2021-02-15
2021-02-16,2.0,0.0,2021-02-15
2021-02-17,1.0,0.0,2021-02-15
2021-02-18,2.0,0.0,2021-02-15
2021-02-19,4.0,0.0,2021-02-15
2021-02-20,2.0,0.0,2021-02-15
2021-02-21,3.0,0.0,2021-02-15
2021-02-22,2.0,0.0,2021-02-22
2021-02-23,0.0,0.0,2021-02-22
2021-02-24,7.0,0.0,2021-02-22
2021-02-25,4.0,1.0,2021-02-22
2021-02-26,2.0,0.0,2021-02-22
2021-02-27,4.0,0.0,2021-02-22
2021-02-28,0.0,0.0,2021-02-22
2021-03-01,2.0,0.0,2021-03-01
2021-03-02,3.0,0.0,2021-03-01
2021-03-03,3.0,0.0,2021-03-01
2021-03-04,0.0,0.0,2021-03-01
2021-03-05,1.0,0.0,2021-03-01
2021-03-06,0.0,0.0,2021-03-01
2021-03-07,2.0,0.0,2021-03-01
2021-03-08,0.0,0.0,2021-03-08
2021-03-09,2.0,0.0,2021-03-08
2021-03-10,2.0,0.0,2021-03-08
2021-03-11,0.0,0.0,2021-03-08
2021-03-12,1.0,0.0,2021-03-08
2021-03-13,0.0,0.0,2021-03-08
2021-03-14,0.0,0.0,2021-03-08
2021-03-15,1.0,0.0,2021-03-15
2021-03-16,1.0,0.0,2021-03-15
2021-03-17,1.0,0.0,2021-03-15
2021-03-18,1.0,0.0,2021-03-15
2021-03-19,32.0,0.0,2021-03-15
2021-03-20,0.0,0.0,2021-03-15
2021-03-21,0.0,0.0,2021-03-15
2021-03-22,3.0,0.0,2021-03-22
2021-03-23,1.0,0.0,2021-03-22
2021-03-24,3.0,0.0,2021-03-22
2021-03-25,0.0,0.0,2021-03-22
2021-03-26,3.0,0.0,2021-03-22
2021-03-27,1.0,0.0,2021-03-22
2021-03-28,0.0,0.0,2021-03-22
2021-03-29,0.0,0.0,2021-03-29
2021-03-30,1.0,0.0,2021-03-29
2021-03-31,0.0,0.0,2021-03-29
2021-04-01,5.0,0.0,2021-03-29
2021-04-02,3.0,0.0,2021-03-29
2021-04-03,2.0,0.0,2021-03-29
2021-04-04,0.0,0.0,2021-03-29
2021-04-05,3.0,0.0,2021-04-05
2021-04-06,2.0,0.0,2021-04-05
2021-04-07,3.0,0.0,2021-04-05
2021-04-08,4.0,0.0,2021-04-05
2021-04-09,6.0,0.0,2021-04-05
2021-04-10,0.0,0.0,2021-04-05
2021-04-11,0.0,0.0,2021-04-05
